timestamp,product,max_dbz,mean_dbz,median_dbz,p90_dbz,p95_dbz,p99_dbz,echo_pixels,total_pixels,echo_fraction,fraction_ge_30,fraction_ge_35,fraction_ge_40,fraction_ge_45
paradip_max_z_20260901T080415Z,MAX_Z,33.65998840332031,25.244653701782227,24.501907348632812,27.537506103515625,28.709936141967773,31.217330932617188,928,16384,0.056640625,0.022629310344827586,0.0,0.0,0.0
paradip_ppi_z_20260901T080415Z,PPI_Z,34.598453521728516,25.378252029418945,24.296037673950195,28.640321731567383,30.442108154296875,33.5695915222168,645,16384,0.03936767578125,0.06511627906976744,0.0,0.0,0.0
