a2_probability,a2_prediction,radar_max_z_max_dbz,radar_max_z_mean_dbz,radar_max_z_p95_dbz,radar_max_z_p99_dbz,radar_max_z_echo_fraction,radar_max_z_ge30,radar_max_z_ge35,radar_max_z_ge40,radar_ppi_z_max_dbz,radar_ppi_z_mean_dbz,radar_ppi_z_p95_dbz,radar_ppi_z_p99_dbz,radar_ppi_z_echo_fraction,radar_ppi_z_ge30,radar_ppi_z_ge35,radar_ppi_z_ge40
0.9289614000584926,1,33.65998840332031,25.244653701782227,28.709936141967773,31.217330932617188,0.056640625,0.0226293103448275,0.0,0.0,34.59845352172852,25.378252029418945,30.442108154296875,33.5695915222168,0.03936767578125,0.0651162790697674,0.0,0.0
