THUNDERSTORM,K_INDEX,TOTAL_TOTALS,LIFTED_INDEX,SHOWALTER_INDEX,SWEAT,MIXR_SB,MIXR_MU,MIXR_ML,CAPE_SB,CAPE_MU,CAPE_ML,CAPE03_SB,CAPE03_MU,CAPE03_ML,CAPEHGL_SB,CAPEHGL_MU,CAPEHGL_ML,CIN_SB,CIN_MU,CIN_ML,LI_SB,LI_MU,LI_ML,LCL_SB,LCL_MU,LCL_ML,LFC_SB,LFC_MU,LFC_ML,EL_SB,EL_MU,EL_ML,WMAXSHR_SB,WMAXSHR_MU,WMAXSHR_ML
0,25.813157894736843,45.247368421052634,-6.476315789473684,1.0947368421052632,155.52631578947367,19.513157894736842,19.513157894736842,19.513157894736842,3776.5,4399.421052631579,2462.2894736842104,15.631578947368421,17.105263157894736,48.5,1037.2894736842106,1069.1052631578948,709.0,-107.57894736842105,-58.36842105263158,-159.6315789473684,-6.5,-6.631578947368421,-4.368421052631579,679.6578947368421,697.0526315789474,1461.2894736842106,2303.7368421052633,2128.7368421052633,2872.5526315789475,13997.81081081081,14429.081081081082,12838.216216216217,1084.421052631579,1165.421052631579,857.7368421052631
1,34.34285714285714,49.00952380952381,-6.166666666666667,-1.438095238095238,256.6666666666667,18.504761904761903,18.504761904761903,18.504761904761903,2859.190476190476,3406.809523809524,2051.285714285714,33.904761904761905,39.714285714285715,49.38095238095238,935.9047619047619,961.2380952380952,747.0952380952381,-119.66666666666667,-35.57142857142857,-142.0952380952381,-6.190476190476191,-4.809523809523809,-4.9523809523809526,591.1428571428571,762.8095238095239,1171.952380952381,2703.0,2084.3809523809523,3286.0476190476193,12730.52380952381,13787.0,12307.42857142857,1094.7142857142858,1258.2857142857142,986.4761904761905
