model,observations,dates,features,precision,recall,f1,roc_auc,pr_auc
A2_LOGISTIC_DATE_GROUPED,59,30,11,0.7083333333333334,0.8095238095238095,0.7555555555555555,0.843358395989975,0.836173712113562
